index,state_i-1,state_i,action
1902F7002_038,3.8,3.2,7
1902F7002_039,3.2,3.8,3
1902F7002_040,3.8,3.6,3
1902F7002_041,3.6,6.0,7
1902F7002_042,6.0,6.4,6
1902F7002_043,6.4,5.2,5
1902F7002_044,5.2,5.4,5
1902F7002_045,5.4,4.0,3
1902F7002_046,4.0,4.0,4
1902F7002_047,4.0,4.0,4
1902F7002_048,4.0,5.0,7
1902F7002_049,5.0,5.2,6
1902F7002_050,5.2,6.2,6
1902F7002_051,6.2,4.4,3
1902F7002_052,4.4,3.2,7
1902F7002_053,3.2,4.0,3
1902F7002_054,4.0,4.0,3
1902F7002_055,4.0,4.0,4
1902F7002_056,4.0,6.0,6
1902F7002_057,6.0,5.8,6
1902F7002_058,5.8,6.0,6
1902F7002_059,6.0,5.0,5
1902F7002_060,5.0,5.0,5
1902F7002_061,5.0,3.2,7
1902F7002_062,3.2,2.8,7
1902F7002_063,2.8,3.8,6
1902F7002_064,3.8,4.8,6
1902F7002_065,4.8,5.6,6
1902F7002_066,5.6,3.8,5
1902F7002_067,3.8,4.6,5
1902F7002_068,4.6,4.2,3
1902F7002_069,4.2,4.0,4
1902F7002_070,4.0,6.2,7
1902F7002_071,6.2,6.0,6
1902F7002_072,6.0,6.6,6
1902F7002_073,6.6,5.0,5
1902F7002_074,5.0,6.2,7
1902F7002_075,6.2,5.0,5
1902F7002_076,5.0,6.4,7
1902F7002_077,6.4,4.6,3
1902F7002_078,4.6,5.0,5
1902F7002_079,5.0,4.2,3
1902F7002_080,4.2,2.8,7
1902F7002_081,2.8,2.4,1
1902F7002_082,2.4,5.2,6
1902F7002_083,5.2,4.0,3
1902F7002_084,4.0,5.2,6
1902F7002_085,5.2,4.8,3
1902F7003_001,4.0,4.0,3
1902F7003_002,4.0,4.4,3
1902F7003_003,4.4,5.0,7
1902F7003_004,5.0,5.0,7
1902F7003_005,5.0,5.0,6
1902F7003_006,5.0,4.2,3
1902F7003_007,4.2,4.2,3
1902F7003_008,4.2,4.0,4
1902F7003_009,4.0,5.4,6
1902F7003_010,5.4,5.2,6
1902F7003_011,5.2,5.0,6
1902F7003_012,5.0,6.0,7
1902F7003_013,6.0,5.4,0
1902F7003_014,5.4,5.6,3
1902F7003_015,5.6,4.0,3
1902F7003_016,4.0,5.0,7
1902F7003_017,5.0,5.8,6
1902F7003_018,5.8,6.0,3
1902F7003_019,6.0,6.0,5
1902F7003_020,6.0,3.8,3
1902F7003_021,3.8,4.0,4
1902F7003_022,4.0,4.0,4
1902F7003_023,4.0,5.6,6
1902F7003_024,5.6,5.4,3
1902F7003_025,5.4,5.4,7
1902F7003_026,5.4,5.6,7
1902F7003_027,5.6,6.0,3
1902F7003_028,6.0,4.0,3
1902F7003_029,4.0,5.8,7
1902F7003_030,5.8,3.6,3
1902F7003_031,3.6,5.6,5
1902F7003_032,5.6,5.0,7
1902F7003_033,5.0,4.8,0
1902F7003_034,4.8,3.0,6
1902F7003_035,3.0,3.6,3
1902F7003_036,3.6,3.4,3
1902F7003_037,3.4,4.0,4
1902F7003_038,4.0,3.4,7
1902F7003_039,3.4,4.0,4
1902F7003_040,4.0,4.4,7
1902F7003_041,4.4,6.0,7
1902F7003_042,6.0,6.2,6
1902F7003_043,6.2,4.4,5
1902F7003_044,4.4,4.0,4
1902F7003_045,4.0,5.2,7
1902F7003_046,5.2,3.0,7
1902F7003_047,3.0,6.0,3
1902F7003_048,6.0,4.0,5
1902F7003_049,4.0,6.2,7
1902F7003_050,6.2,6.0,6
1902F7003_051,6.0,3.6,5
1902F7003_052,3.6,3.8,3
1902F7003_053,3.8,4.0,4
1902F7003_054,4.0,5.4,6
1902F7003_055,5.4,6.2,7
1902F7003_056,6.2,6.2,7
1902F7003_057,6.2,6.2,5
1902F7003_058,6.2,5.8,6
1902F7003_059,5.8,5.0,5
1902F7003_060,5.0,4.6,3
1902F7003_061,4.6,5.8,6
1902F7003_062,5.8,6.0,6
1902F7003_063,6.0,4.6,3
1902M2001_001,4.0,4.2,3
1902M2001_002,4.2,4.6,3
1902M2001_003,4.6,4.8,7
1902M2001_004,4.8,4.8,6
1902M2001_005,4.8,5.0,7
1902M2001_006,5.0,5.2,3
1902M2001_007,5.2,5.6,3
1902M2001_008,5.6,4.4,4
1902M2001_009,4.4,5.0,6
1902M2001_010,5.0,5.6,6
1902M2001_011,5.6,3.6,3
1902M2001_012,3.6,4.4,6
1902M2001_013,4.4,4.2,7
1902M2001_014,4.2,3.8,3
1902M2001_015,3.8,4.8,6
1902M2001_016,4.8,4.8,6
1902M2001_017,4.8,5.4,3
1902M2001_018,5.4,5.2,7
1902M2001_019,5.2,5.6,5
1902M2001_020,5.6,4.8,7
1902M2001_021,4.8,4.4,3
1902M2001_022,4.4,4.6,7
1902M2001_023,4.6,4.2,3
1902M2001_024,4.2,4.0,3
1902M2001_025,4.0,4.0,4
1902M2001_026,4.0,4.2,4
1902M2001_027,4.2,5.2,6
1902M2001_028,5.2,4.0,7
1902M2001_029,4.0,5.4,6
1902M2001_030,5.4,6.0,5
1902M2001_031,6.0,4.6,7
1902M2001_032,4.6,4.0,3
1902M2001_033,4.0,5.2,7
1902M2001_034,5.2,5.0,0
1902M2001_035,5.0,4.0,3
1902M2001_036,4.0,3.4,7
1902M2001_037,3.4,3.2,3
1902M2001_038,3.2,3.8,3
1902M2001_039,3.8,4.6,6
1902M2001_040,4.6,4.2,4
1902M2001_041,4.2,5.6,7
1902M2001_042,5.6,6.2,6
1902M2001_043,6.2,5.2,6
1902M2001_044,5.2,5.4,6
1902M2001_045,5.4,4.4,5
1902M2001_046,4.4,4.8,5
1902M2001_047,4.8,4.0,7
1902M2001_048,4.0,3.0,7
1902M2001_049,3.0,3.8,3
1902M2001_050,3.8,3.8,3
1902M2001_051,3.8,6.2,7
1902M2001_052,6.2,5.4,6
1902M2001_053,5.4,4.6,3
1902M2001_054,4.6,3.8,7
1902M2001_055,3.8,4.0,3
1902M2001_056,4.0,3.2,7
1902M2001_057,3.2,3.4,3
1902M2001_058,3.4,5.4,7
1902M2001_059,5.4,4.6,6
1902M2001_060,4.6,4.0,3
1902M2001_061,4.0,4.4,3
1902M2001_062,4.4,4.2,4
1902M2001_063,4.2,4.0,7
1902M2001_064,4.0,5.4,7
1902M2001_065,5.4,5.0,6
1902M2001_066,5.0,5.6,6
1902M2001_067,5.6,5.4,3
1902M2001_068,5.4,5.0,7
1902M2001_069,5.0,5.2,0
1902M2001_070,5.2,4.8,3
1902M2001_071,4.8,4.2,5
1902M2001_072,4.2,4.0,4
1902M2001_073,4.0,4.2,4
1902M2001_074,4.2,6.0,6
1902M2001_075,6.0,5.6,6
1902M2001_076,5.6,5.6,5
1902M2001_077,5.6,3.8,7
1902M2001_078,3.8,4.8,6
1902M2001_079,4.8,5.2,5
1902M2001_080,5.2,4.0,3
1902M2001_081,4.0,5.0,6
1902M2001_082,5.0,5.2,6
1902M2001_083,5.2,4.0,3
1902M3001_001,4.0,4.0,3
1902M3001_002,4.0,4.4,3
1902M3001_003,4.4,5.0,7
1902M3001_004,5.0,5.2,7
1902M3001_005,5.2,4.8,6
1902M3001_006,4.8,4.2,3
1902M3001_007,4.2,4.8,3
1902M3001_008,4.8,4.8,3
1902M3001_009,4.8,4.0,4
1902M3001_010,4.0,5.0,6
1902M3001_011,5.0,6.0,6
1902M3001_012,6.0,5.8,7
1902M3001_013,5.8,5.2,6
1902M3001_014,5.2,4.8,7
1902M3001_015,4.8,4.0,3
1902M3001_016,4.0,4.2,4
1902M3001_017,4.2,4.8,6
1902M3001_018,4.8,5.4,6
1902M3001_019,5.4,4.4,4
1902M3001_020,4.4,5.2,7
1902M3001_021,5.2,5.8,7
1902M3001_022,5.8,5.6,6
1902M3001_023,5.6,6.0,6
1902M3001_024,6.0,4.0,3
1902M3001_025,4.0,4.4,6
1902M3001_026,4.4,5.8,6
1902M3001_027,5.8,3.8,3
1902M3001_028,3.8,3.8,5
1902M3001_029,3.8,4.0,4
1902M3001_030,4.0,3.8,4
1902M3001_031,3.8,5.8,7
1902M3001_032,5.8,5.6,7
1902M3001_033,5.6,5.2,6
1902M3001_034,5.2,4.0,3
1902M3001_035,4.0,6.0,7
1902M3001_036,6.0,6.4,6
1902M3001_037,6.4,5.8,6
1902M3001_038,5.8,4.2,3
1902M3001_039,4.2,5.0,3
1902M3001_040,5.0,4.4,7
1902M3001_041,4.4,3.8,0
1902M3001_042,3.8,4.0,4
1902M3001_043,4.0,4.6,7
1902M3001_044,4.6,4.4,7
1902M3001_045,4.4,5.2,6
1902M3001_046,5.2,5.4,6
1902M3001_047,5.4,4.0,3
1902M3001_048,4.0,5.6,6
1902M3001_049,5.6,3.8,3
1902M3001_050,3.8,5.8,6
1902M3001_051,5.8,3.6,5
1902M3001_052,3.6,4.0,4
1902M3001_053,4.0,5.2,7
1902M3001_054,5.2,5.6,7
1902M3001_055,5.6,4.0,7
1902M3001_056,4.0,5.2,6
1902M3001_057,5.2,4.0,3
1902M3001_058,4.0,4.6,7
1902M3001_059,4.6,4.0,3
1902M3001_060,4.0,5.0,7
1902M3001_061,5.0,5.2,6
1902M3001_062,5.2,5.2,6
1902M3001_063,5.2,4.0,3
1902M3001_064,4.0,4.2,3
1902M3001_065,4.2,4.2,4
1902M3001_066,4.2,5.2,7
1902M3001_067,5.2,6.2,6
1902M3001_068,6.2,5.8,7
1902M3001_069,5.8,6.4,6
1902M3001_070,6.4,4.0,5
1902M3001_071,4.0,4.2,3
1902M3001_072,4.2,4.8,6
1902M3001_073,4.8,5.0,6
1902M3001_074,5.0,4.0,3
1902M4001_001,4.0,4.0,3
1902M4001_002,4.0,4.4,3
1902M4001_005,4.4,5.2,7
1902M4001_006,5.2,5.2,7
1902M4001_007,5.2,4.6,6
1902M4001_008,4.6,3.8,3
1902M4001_009,3.8,4.4,3
1902M4001_010,4.4,4.4,4
1902M4001_011,4.4,5.4,6
1902M4001_012,5.4,6.0,6
1902M4001_013,6.0,5.6,6
1902M4001_014,5.6,5.0,7
1902M4001_015,5.0,5.0,7
1902M4001_016,5.0,5.0,6
1902M4001_017,5.0,3.8,3
1902M4001_018,3.8,4.0,4
1902M4001_019,4.0,4.2,4
1902M4001_020,4.2,5.0,6
1902M4001_021,5.0,5.6,7
1902M4001_022,5.6,6.2,7
1902M4001_023,6.2,5.0,5
1902M4001_024,5.0,6.6,6
1902M4001_025,6.6,5.4,5
1902M4001_026,5.4,6.2,7
1902M4001_027,6.2,4.6,0
1902M4001_028,4.6,5.0,7
1902M4001_029,5.0,3.6,3
1902M4001_030,3.6,5.4,7
1902M4001_031,5.4,3.8,3
1902M4001_032,3.8,3.2,5
1902M4001_034,3.2,4.0,4
1902M4001_035,4.0,5.4,6
1902M4001_036,5.4,6.2,7
1902M4001_037,6.2,6.6,7
1902M4001_038,6.6,6.0,6
1902M4001_039,6.0,3.6,3
1902M4001_040,3.6,6.0,7
1902M4001_041,6.0,6.4,6
1902M4001_042,6.4,3.8,3
1902M4001_043,3.8,5.0,5
1902M4001_044,5.0,3.8,4
1902M4001_045,3.8,6.0,6
1902M4001_046,6.0,6.2,7
1902M4001_047,6.2,6.2,6
1902M4001_048,6.2,3.8,3
1902M4001_049,3.8,6.2,7
1902M4001_050,6.2,6.2,7
1902M4001_051,6.2,6.0,7
1902M4001_052,6.0,5.2,5
1902M4001_053,5.2,4.8,3
1902M4001_054,4.8,4.2,4
1902M4001_055,4.2,4.8,7
1902M4001_056,4.8,5.8,6
1902M4001_057,5.8,6.6,7
1902M4001_058,6.6,4.0,3
1902M4001_059,4.0,6.2,7
1902M4001_060,6.2,4.6,3
1902M4001_061,4.6,4.0,5
1902M4001_062,4.0,6.2,6
1902M4001_063,6.2,6.4,7
1902M4001_064,6.4,6.8,6
1902M4001_065,6.8,4.8,5
1902M4001_066,4.8,6.2,7
1902M4001_067,6.2,5.4,5
1902M4001_068,5.4,5.4,3
1902M4001_069,5.4,6.4,6
1902M4001_070,6.4,5.0,6
1902M4001_071,5.0,5.0,3
1902M4001_072,5.0,4.4,5
1902M4002_001,4.0,4.0,3
1902M4002_002,4.0,4.2,3
1902M4002_003,4.2,4.8,7
1902M4002_004,4.8,4.4,7
1902M4002_005,4.4,4.6,6
1902M4002_006,4.6,3.6,3
1902M4002_007,3.6,5.0,3
1902M4002_008,5.0,4.8,3
1902M4002_009,4.8,4.2,4
1902M4002_010,4.2,5.0,6
1902M4002_011,5.0,5.4,6
1902M4002_012,5.4,4.0,6
1902M4002_013,4.0,4.8,7
1902M4002_014,4.8,4.0,7
1902M4002_015,4.0,5.0,6
1902M4002_016,5.0,4.2,3
1902M4002_017,4.2,4.0,4
1902M4002_018,4.0,4.0,4
1902M4002_019,4.0,5.0,6
1902M4002_020,5.0,4.8,6
1902M4002_021,4.8,4.2,4
1902M4002_022,4.2,5.4,7
1902M4002_023,5.4,4.0,7
1902M4002_024,4.0,4.0,6
1902M4002_025,4.0,3.4,7
1902M4002_026,3.4,5.2,6
1902M4002_027,5.2,3.2,6
1902M4002_028,3.2,4.8,6
1902M4002_029,4.8,4.8,3
1902M4002_030,4.8,3.2,7
1902M4002_031,3.2,4.0,3
1902M4002_032,4.0,4.4,0
1902M4002_033,4.4,4.2,4
1902M4002_034,4.2,2.8,7
1902M4002_035,2.8,5.6,7
1902M4002_036,5.6,5.8,6
1902M4002_037,5.8,4.0,3
1902M4002_038,4.0,5.0,7
1902M4002_039,5.0,4.0,3
1902M4002_040,4.0,4.8,7
1902M4002_041,4.8,5.6,0
1902M4002_042,5.6,4.2,3
1902M4002_043,4.2,4.0,4
1902M4002_044,4.0,4.2,4
1902M4002_045,4.2,3.4,7
1902M4002_046,3.4,5.0,6
1902M4002_047,5.0,5.0,7
1902M4002_048,5.0,5.0,7
1902M4002_049,5.0,4.0,3
1902M4002_050,4.0,3.8,3
1902M4002_051,3.8,4.8,7
1902M4002_052,4.8,5.0,0
1902M4002_053,5.0,5.2,7
1902M4002_054,5.2,3.8,7
1902M4002_055,3.8,3.8,3
1902M4002_056,3.8,5.0,5
1902M4002_057,5.0,4.0,3
1902M4002_058,4.0,4.0,4
1902M4002_059,4.0,5.4,7
1902M4002_060,5.4,5.4,7
1902M4002_061,5.4,4.6,3
1902M4002_062,4.6,5.6,7
1902M4002_063,5.6,4.4,3
1902M4002_064,4.4,3.8,7
1902M4002_065,3.8,3.2,3
1902M4002_066,3.2,3.4,3
1902M4002_067,3.4,3.6,7
1902M4002_068,3.6,4.0,3
1902M4002_069,4.0,4.0,4
1902M4002_070,4.0,4.8,6
1902M4002_071,4.8,5.0,7
1902M4002_072,5.0,4.2,3
1902M4002_073,4.2,5.4,6
1902M4002_074,5.4,4.4,3
1902M4002_075,4.4,5.4,7
1902M4002_076,5.4,4.0,3
1902M4002_077,4.0,4.4,5
1902M4002_078,4.4,4.2,4
1902M4002_079,4.2,3.4,7
1902M4002_080,3.4,5.2,6
1902M4002_081,5.2,5.6,6
1902M4002_082,5.6,6.4,6
1902M4002_083,6.4,5.0,3
1902M4002_084,5.0,3.2,7
1902M4002_085,3.2,3.4,3
1902M4002_086,3.4,4.0,3
1902M4002_087,4.0,5.2,6
1902M4002_088,5.2,4.8,6
1902M4002_089,4.8,4.0,3
1902M4003_001,4.0,4.0,3
1902M4003_002,4.0,4.0,3
1902M4003_003,4.0,4.4,7
1902M4003_004,4.4,4.6,7
1902M4003_005,4.6,5.0,6
1902M4003_006,5.0,4.2,3
1902M4003_007,4.2,4.6,3
1902M4003_008,4.6,4.0,4
1902M4003_009,4.0,5.0,6
1902M4003_010,5.0,5.0,6
1902M4003_011,5.0,5.2,6
1902M4003_012,5.2,4.4,7
1902M4003_013,4.4,3.8,7
1902M4003_014,3.8,3.2,7
1902M4003_015,3.2,3.8,3
1902M4003_016,3.8,5.0,6
1902M4003_017,5.0,5.6,5
1902M4003_018,5.6,3.2,7
1902M4003_019,3.2,4.0,3
1902M4003_020,4.0,4.0,3
1902M4003_021,4.0,4.0,4
1902M4003_023,4.0,4.8,6
1902M4003_024,4.8,4.8,6
1902M4003_025,4.8,4.0,4
1902M4003_026,4.0,5.2,7
1902M4003_027,5.2,4.4,6
1902M4003_028,4.4,4.6,6
1902M4003_029,4.6,5.2,6
1902M4003_030,5.2,4.2,3
1902M4003_031,4.2,4.0,4
1902M4003_034,4.0,4.8,6
1902M4003_035,4.8,3.2,7
1902M4003_036,3.2,4.0,3
1902M4003_037,4.0,3.8,3
1902M4003_039,3.8,4.8,7
1902M4003_040,4.8,4.4,0
1902M4003_041,4.4,4.0,4
1902M4003_042,4.0,4.8,6
1902M4003_043,4.8,5.2,7
1902M4003_044,5.2,4.0,6
1902M4003_045,4.0,4.0,3
1902M4003_046,4.0,4.4,7
1902M4003_048,4.4,5.0,2
1902M4003_049,5.0,4.4,7
1902M4003_050,4.4,5.2,7
1902M4003_051,5.2,4.6,3
1902M4003_052,4.6,3.6,3
1902M4003_053,3.6,3.2,7
1902M4003_054,3.2,2.2,6
1902M4003_055,2.2,4.4,7
1902M4003_056,4.4,4.8,6
1902M4003_057,4.8,4.4,6
1902M4003_058,4.4,3.8,3
1902M4003_059,3.8,4.0,3
1902M4003_060,4.0,4.0,4
1902M4003_061,4.0,4.0,4
1902M4003_063,4.0,3.0,2
1902M4003_064,3.0,4.8,6
1902M4003_065,4.8,5.2,7
1902M4003_066,5.2,4.4,7
1902M4003_067,4.4,4.0,3
1902M4003_068,4.0,2.2,7
1902M4003_069,2.2,4.0,3
1902M4003_070,4.0,2.6,7
1902M4003_071,2.6,3.4,3
1902M4003_072,3.4,4.8,7
1902M4003_073,4.8,4.0,3
1902M4003_074,4.0,5.0,7
1902M4003_075,5.0,4.0,5
1902M4003_076,4.0,4.4,3
1902M4003_077,4.4,4.2,4
1902M4003_078,4.2,3.2,7
1902M4003_079,3.2,4.0,6
1902M4003_080,4.0,4.2,7
1902M4003_082,4.2,2.0,2
1902M4003_083,2.0,2.8,7
1902M4003_084,2.8,3.4,7
1902M4003_085,3.4,3.6,3
1902M4003_086,3.6,3.4,7
1902M4003_087,3.4,2.4,6
1902M4003_088,2.4,3.8,3
1902M4003_090,3.8,3.8,2
1902M4003_091,3.8,5.0,6
1902M4003_092,5.0,4.0,3
1902M5001_001,4.0,4.2,3
1902M5001_002,4.2,4.2,3
1902M5001_003,4.2,4.6,7
1902M5001_004,4.6,5.0,7
1902M5001_005,5.0,5.0,6
1902M5001_006,5.0,4.0,3
1902M5001_007,4.0,4.2,3
1902M5001_008,4.2,4.0,4
1902M5001_009,4.0,4.8,6
1902M5001_010,4.8,5.8,6
1902M5001_011,5.8,4.6,6
1902M5001_012,4.6,4.4,7
1902M5001_013,4.4,6.2,6
1902M5001_014,6.2,4.8,5
1902M5001_015,4.8,4.0,4
1902M5001_016,4.0,4.2,6
1902M5001_017,4.2,5.0,6
1902M5001_018,5.0,4.2,3
1902M5001_019,4.2,4.2,4
1902M5001_020,4.2,5.8,7
1902M5001_021,5.8,4.2,7
1902M5001_022,4.2,5.4,6
1902M5001_023,5.4,5.4,5
1902M5001_024,5.4,4.6,7
1902M5001_025,4.6,3.4,0
1902M5001_026,3.4,4.2,4
1902M5001_027,4.2,3.8,7
1902M5001_028,3.8,5.2,6
1902M5001_029,5.2,4.2,3
1902M5001_030,4.2,3.2,7
1902M5001_031,3.2,4.0,3
1902M5001_032,4.0,4.2,4
1902M5001_033,4.2,3.0,7
1902M5001_034,3.0,2.0,7
1902M5001_035,2.0,3.2,3
1902M5001_036,3.2,5.6,7
1902M5001_037,5.6,6.4,6
1902M5001_038,6.4,5.4,6
1902M5001_039,5.4,3.6,3
1902M5001_040,3.6,4.2,4
1902M5001_041,4.2,4.0,6
1902M5001_042,4.0,3.0,7
1902M5001_043,3.0,3.2,7
1902M5001_044,3.2,4.0,3
1902M5001_045,4.0,3.8,7
1902M5001_046,3.8,4.2,3
1902M5001_047,4.2,4.2,4
1902M5001_048,4.2,4.6,7
1902M5001_049,4.6,4.0,0
1902M5001_050,4.0,4.6,7
1902M5001_051,4.6,5.6,7
1902M5001_052,5.6,4.0,6
1902M5001_053,4.0,5.0,7
1902M5001_054,5.0,4.0,3
1902M5001_057,4.0,5.2,2
1902M5001_058,5.2,4.2,3
1902M5001_059,4.2,4.2,3
1902M5001_060,4.2,4.0,6
1902M5001_061,4.0,3.2,6
1902M5001_062,3.2,4.2,3
1902M5001_063,4.2,4.2,3
1902M5002_001,4.0,4.0,3
1902M5002_002,4.0,4.0,3
1902M5002_003,4.0,4.6,7
1902M5002_004,4.6,4.8,7
1902M5002_005,4.8,4.8,6
1902M5002_006,4.8,4.8,3
1902M5002_007,4.8,4.4,3
1902M5002_008,4.4,4.0,4
1902M5002_009,4.0,5.2,6
1902M5002_010,5.2,5.2,6
1902M5002_011,5.2,4.8,7
1902M5002_012,4.8,4.6,6
1902M5002_013,4.6,5.2,6
1902M5002_014,5.2,5.8,7
1902M5002_015,5.8,4.0,3
1902M5002_016,4.0,4.8,7
1902M5002_017,4.8,5.2,6
1902M5002_018,5.2,5.4,6
1902M5002_019,5.4,4.6,5
1902M5002_020,4.6,3.8,3
1902M5002_021,3.8,4.2,3
1902M5002_022,4.2,4.0,4
1902M5002_023,4.0,4.0,4
1902M5002_024,4.0,4.8,6
1902M5002_025,4.8,5.4,7
1902M5002_026,5.4,4.4,7
1902M5002_027,4.4,5.2,7
1902M5002_028,5.2,5.2,3
1902M5002_029,5.2,5.6,7
1902M5002_030,5.6,3.8,5
1902M5002_031,3.8,4.8,7
1902M5002_032,4.8,4.8,0
1902M5002_033,4.8,5.2,7
1902M5002_034,5.2,5.2,6
1902M5002_035,5.2,5.6,5
1902M5002_036,5.6,4.2,3
1902M5002_037,4.2,5.4,7
1902M5002_038,5.4,4.6,5
1902M5002_039,4.6,5.2,6
1902M5002_040,5.2,4.2,4
1902M5002_041,4.2,4.8,7
1902M5002_042,4.8,5.4,6
1902M5002_043,5.4,5.0,7
1902M5002_044,5.0,3.2,6
1902M5002_045,3.2,4.0,3
1902M5002_046,4.0,4.2,6
1902M5002_047,4.2,4.2,3
1902M5002_048,4.2,4.2,3
1902M5002_049,4.2,4.0,4
1902M5002_050,4.0,4.6,7
1902M5002_051,4.6,2.8,7
1902M5002_052,2.8,4.0,3
1902M5002_053,4.0,5.0,6
1902M5002_054,5.0,4.0,3
1902M5002_055,4.0,4.0,4
1902M5002_056,4.0,4.8,6
1902M5002_057,4.8,5.2,7
1902M5002_058,5.2,5.8,6
1902M5002_059,5.8,4.2,5
1902M5002_060,4.2,5.0,7
1902M5002_061,5.0,4.6,6
1902M5002_062,4.6,4.0,7
1902M5002_063,4.0,3.6,5
1902M5002_064,3.6,3.6,7
1902M5002_065,3.6,4.8,3
1902M5002_066,4.8,4.4,3
1902M5002_067,4.4,4.2,3
1902M5002_068,4.2,4.0,4
1902M5002_069,4.0,4.8,7
1902M5002_070,4.8,5.4,6
1902M5002_071,5.4,4.2,3
1902M5002_072,4.2,2.6,7
1902M5002_073,2.6,5.4,7
1902M5002_074,5.4,3.8,3
1902M5002_075,3.8,3.4,7
1902M5002_076,3.4,3.0,7
1902M5002_077,3.0,4.4,7
1902M5002_078,4.4,5.4,6
1902M5002_079,5.4,4.2,5
1902M5002_080,4.2,4.8,6
1902M5002_081,4.8,4.6,5
1902M5002_082,4.6,4.2,3
1902M5002_083,4.2,4.0,4
1902M5002_084,4.0,4.6,7
1902M5002_085,4.6,5.4,7
1902M5002_086,5.4,6.0,6
1902M5002_087,6.0,4.4,5
1902M5002_088,4.4,4.8,7
1902M5002_089,4.8,5.6,6
1902M5002_090,5.6,4.2,5
1902M5002_091,4.2,4.8,7
1902M5002_092,4.8,3.8,3
1902M5002_093,3.8,4.6,7
1902M5002_094,4.6,4.4,6
1902M5002_095,4.4,3.8,5
1902M5002_096,3.8,4.2,3
1902M5002_097,4.2,4.6,6
1902M5002_098,4.6,4.4,6
1902M5002_099,4.4,4.0,3
1902M5003_001,4.0,4.0,3
1902M5003_002,4.0,4.4,3
1902M5003_003,4.4,4.6,7
1902M5003_004,4.6,4.6,7
1902M5003_005,4.6,4.4,6
1902M5003_006,4.4,4.6,3
1902M5003_007,4.6,4.0,4
1902M5003_008,4.0,4.8,6
1902M5003_009,4.8,5.0,6
1902M5003_010,5.0,4.4,5
1902M5003_011,4.4,5.0,7
1902M5003_012,5.0,4.8,6
1902M5003_013,4.8,4.8,6
1902M5003_014,4.8,3.8,5
1902M5003_015,3.8,5.0,7
1902M5003_016,5.0,5.0,3
1902M5003_017,5.0,5.2,6
1902M5003_018,5.2,4.2,3
1902M5003_019,4.2,4.2,3
1902M5003_020,4.2,4.2,4
1902M5003_021,4.2,4.0,4
1902M5003_022,4.0,4.8,6
1902M5003_023,4.8,5.0,6
1902M5003_024,5.0,5.4,7
1902M5003_025,5.4,5.2,6
1902M5003_026,5.2,4.6,6
1902M5003_027,4.6,4.2,3
1902M5003_028,4.2,5.2,6
1902M5003_029,5.2,4.4,3
1902M5003_030,4.4,4.0,4
1902M5003_031,4.0,5.0,6
1902M5003_032,5.0,5.8,7
1902M5003_033,5.8,4.2,6
1902M5003_034,4.2,4.2,3
1902M5003_035,4.2,4.0,6
1902M5003_036,4.0,4.0,0
1902M5003_037,4.0,4.0,3
1902M5003_038,4.0,4.0,4
1902M5003_039,4.0,4.8,6
1902M5003_040,4.8,5.6,7
1902M5003_041,5.6,5.8,6
1902M5003_042,5.8,4.8,3
1902M5003_043,4.8,5.4,6
1902M5003_044,5.4,4.2,3
1902M5003_045,4.2,5.6,6
1902M5003_046,5.6,4.0,3
1902M5003_047,4.0,4.4,3
1902M5003_048,4.4,5.4,7
1902M5003_049,5.4,5.2,6
1902M5003_050,5.2,5.4,7
1902M5003_051,5.4,5.0,5
1902M5003_052,5.0,4.6,3
1902M5003_053,4.6,5.2,7
1902M5003_054,5.2,5.4,6
1902M5003_055,5.4,5.6,6
1902M5003_056,5.6,5.2,7
1902M5003_057,5.2,4.2,3
1902M5003_058,4.2,4.8,7
1902M5003_059,4.8,5.6,0
1902M5003_060,5.6,5.0,7
1902M5003_061,5.0,5.2,6
1902M5003_062,5.2,4.4,3
1902M5003_063,4.4,5.0,7
1902M5003_064,5.0,4.8,7
1902M5003_065,4.8,5.0,5
1902M5003_066,5.0,4.0,4
1902M5003_067,4.0,3.6,7
1902M5003_068,3.6,4.0,3
1902M5003_069,4.0,4.8,7
1902M5003_070,4.8,5.2,6
1902M5003_071,5.2,4.2,3
1902M5003_072,4.2,5.2,6
1902M5003_073,5.2,4.2,3
1902M5003_074,4.2,4.0,4
1902M5003_075,4.0,4.6,7
1902M5003_076,4.6,5.2,7
1902M5003_077,5.2,6.0,6
1902M5003_078,6.0,5.2,7
1902M5003_079,5.2,6.0,6
1902M5003_080,6.0,4.4,5
1902M5003_081,4.4,5.4,7
1902M5003_082,5.4,4.0,3
1902M5003_083,4.0,4.4,3
1902M5003_084,4.4,5.0,6
1902M5003_085,5.0,4.8,6
1902M5003_086,4.8,4.0,3
1902M7001_001,4.0,4.0,3
1902M7001_002,4.0,3.8,3
1902M7001_003,3.8,4.4,7
1902M7001_004,4.4,4.4,7
1902M7001_005,4.4,3.8,3
1902M7001_006,3.8,4.4,6
1902M7001_007,4.4,3.8,3
1902M7001_008,3.8,3.8,3
1902M7001_009,3.8,4.0,4
1902M7001_010,4.0,4.8,6
1902M7001_011,4.8,5.0,6
1902M7001_012,5.0,3.8,0
1902M7001_013,3.8,4.0,6
1902M7001_014,4.0,3.6,7
1902M7001_015,3.6,2.8,7
1902M7001_016,2.8,3.8,3
1902M7001_017,3.8,4.8,6
1902M7001_018,4.8,5.0,6
1902M7001_019,5.0,4.0,5
1902M7001_020,4.0,4.8,7
1902M7001_021,4.8,4.6,6
